Time, Distance From Path, Angle From Next Waypoint
0.9841787, 0.04866901, 0
1.000409, 0.09595697, 0
1.017326, 0.1459542, 0
1.033607, 0.19472, 0
1.05048, 0.2459124, 0
1.067108, 0.296962, 0
1.084141, 0.3498861, 0
1.100272, 0.4005879, 0
1.117025, 0.4537731, 0
1.133619, 0.506898, 0
1.150182, 0.5602891, 0
1.168786, 0.5602891, 0
1.184935, 0.5602891, 0
1.200671, 0.5602891, 0
1.217473, 0.5602891, 0
1.233811, 0.5602891, 0
1.250469, 0.5602891, 0
1.267596, 0.5602891, 0
1.284635, 0.5602891, 0
1.300255, 0.5602891, 0
1.317336, 0.5602891, 0
1.33445, 0.5602891, 0
1.350513, 0.5602891, 0
1.366665, 0.5602891, 0
1.383493, 0.5602891, 0
1.400758, 0.5602891, 0
1.417262, 0.5602891, 0
1.434001, 0.5602891, 0
1.450356, 0.5602891, 0
1.467445, 0.5602891, 0
1.484611, 0.5602891, 0
1.503643, 0.5602891, 0
1.517127, 0.5602891, 0
1.533545, 0.5602891, 0
1.550472, 0.5602891, 0
1.566931, 0.5602891, 0
1.583489, 0.5602891, 0
1.599751, 0.5602891, 0
1.616712, 0.5602891, 0
1.633657, 0.5602891, 0
1.651103, 0.5602891, 0
1.666865, 0.5602891, 0
1.683664, 0.5602891, 0
1.70046, 0.5602891, 0
1.716746, 0.5602891, 0
1.733137, 0.5602891, 0
1.750602, 0.5602891, 0
1.766529, 0.5602891, 0
1.783374, 0.5602891, 0
1.799868, 0.5602891, 0
1.81749, 0.5602891, 0
1.833453, 0.5602891, 0
1.850332, 0.5936644, 0
1.866885, 0.6267073, 0
1.884697, 0.6625755, 0
1.899965, 0.6936132, 0
1.917116, 0.7287748, 0
1.933974, 0.763615, 0
1.952227, 0.8015389, 0
1.966612, 0.8315785, 0
1.983523, 0.8670067, 0
2.000721, 0.9031665, 0
2.017182, 0.9031665, 0
2.033177, 0.9031665, 0
2.050359, 0.9031665, 0
2.06727, 0.9031665, 0
2.083838, 0.9031665, 0
2.100481, 0.9031665, 0
2.116585, 0.9031665, 0
2.133171, 0.9031665, 0
2.150978, 0.9031665, 0
2.167146, 0.9031665, 0
2.184231, 0.9031665, 0
2.199949, 0.9031665, 0
2.216622, 0.9031665, 0
2.233053, 0.9031665, 0
2.250503, 0.9031665, 0
2.267181, 0.9031665, 0
2.283914, 0.9031665, 0
2.300419, 0.9031665, 0
2.317472, 0.9031665, 0
2.333766, 0.9031665, 0
2.35058, 0.9031665, 0
2.367204, 0.9031665, 0
2.383826, 0.9414219, 0
2.400821, 0.9806895, 0
2.417092, 1.018416, 0
2.433507, 1.05661, 0
2.449872, 1.094783, 0
2.4663, 1.133185, 0
2.48402, 1.174667, 0
2.500164, 1.212508, 0
2.516793, 1.251547, 0
2.533461, 1.290728, 0
2.550329, 1.330451, 0
2.566739, 1.369158, 0
2.584403, 1.410879, 0
2.600222, 1.448291, 0
2.617419, 1.489019, 0
2.632893, 1.525723, 0
2.65012, 1.566661, 0
2.666449, 1.605534, 0
2.684537, 1.648685, 0
2.700406, 1.68661, 0
2.717159, 1.726711, 0
2.733268, 1.765342, 0
2.750224, 1.806066, 0
2.766861, 1.846065, 0
2.78404, 1.887419, 0
2.801256, 1.928912, 0
2.817536, 1.968166, 0
2.833943, 2.007742, 0
2.850887, 2.048617, 0
2.866492, 2.086278, 0
2.883864, 2.128209, 0
2.900153, 2.167535, 0
2.916594, 2.207217, 0
2.932923, 2.24663, 0
2.950409, 2.28882, 0
2.966299, 2.327161, 0
2.983911, 2.369649, 0
3.000087, 2.408671, 0
3.016864, 2.449136, 0
3.032974, 2.48798, 0
3.050074, 2.529189, 0
3.066838, 2.569587, 0
3.083122, 2.608838, 0
3.099749, 2.648919, 0
3.117509, 2.691751, 0
3.133489, 2.73028, 0
3.149889, 2.769833, 0
3.166627, 2.810212, 0
3.183849, 2.851785, 0
3.200252, 2.891405, 0
3.218221, 2.93482, 0
3.233819, 2.972513, 0
3.250649, 3.013179, 0
3.267538, 3.053997, 0
3.283261, 3.092012, 0
3.300244, 3.133095, 0
3.317202, 3.174139, 0
3.333149, 3.212755, 0
3.350142, 3.253907, 0
3.366382, 3.293246, 0
3.383604, 3.33497, 0
3.400169, 3.375117, 0
3.416753, 3.415326, 0
3.433959, 3.457048, 0
3.450244, 3.496557, 0
3.466311, 3.535566, 0
3.483238, 3.576706, 0
3.499887, 3.576706, 0
3.518193, 3.576706, 0
3.533195, 3.576706, 0
3.551332, 3.576706, 0
3.56701, 3.576706, 0
3.583187, 3.576706, 0
3.601033, 3.576706, 0
3.617612, 3.576706, 0
3.633814, 3.576706, 0
3.650591, 3.53573, 0
3.667387, 3.494685, 0
3.683867, 3.454381, 0
3.700365, 3.41397, 0
3.717344, 3.37232, 0
3.733014, 3.333852, 0
3.750476, 3.290944, 0
3.767173, 3.249886, 0
3.78407, 3.208333, 0
3.799872, 3.169463, 0
3.816879, 3.127627, 0
3.833716, 3.08618, 0
3.850887, 3.043899, 0
3.867174, 3.003781, 0
3.883612, 2.963258, 0
3.89988, 2.923119, 0
3.916825, 2.881303, 0
3.9332, 2.840871, 0
3.949984, 2.799438, 0
3.967079, 2.757238, 0
3.983516, 2.716644, 0
3.999749, 2.676535, 0
4.01684, 2.634271, 0
4.03369, 2.592568, 0
4.049797, 2.552689, 0
4.066678, 2.514715, 0
4.083834, 2.48136, 0
4.100213, 2.450953, 0
4.11706, 2.419628, 0
4.133794, 2.388636, 0
4.150401, 2.357852, 0
4.166893, 2.327405, 0
4.183706, 2.296329, 0
4.200134, 2.26592, 0
4.21686, 2.23492, 0
4.233885, 2.203321, 0
4.249867, 2.17364, 0
4.26701, 2.141778, 0
4.283391, 2.111496, 0
4.299625, 2.082859, 0
4.316324, 2.04529, 0
4.333476, 2.00244, 0
4.349913, 1.961357, 0
4.366325, 1.961357, 0
4.382725, 1.961357, 0
4.4, 1.961357, 0
4.416377, 1.961357, 0
4.433375, 1.961357, 0
4.45008, 1.961357, 0
4.466856, 1.961357, 0
4.483371, 1.961357, 0
4.499522, 1.961357, 0
4.519562, 1.961357, 0
4.549708, 1.961357, 0
4.566549, 1.961357, 0
4.583158, 1.961357, 0
4.600049, 1.961357, 0
4.616388, 1.961357, 0
4.633244, 1.961357, 0
4.649713, 1.961357, 0
4.666827, 1.961357, 0
4.682974, 1.961357, 0
4.699752, 1.961357, 0
4.716173, 1.961357, 0
4.73355, 1.961357, 0
4.749572, 1.961357, 0
4.767044, 1.961357, 0
4.782727, 1.961357, 0
4.799721, 1.961357, 0
4.816062, 1.961357, 0
4.832811, 1.961357, 0
4.849669, 1.961357, 0
4.866125, 1.961357, 0
4.883202, 1.961357, 0
4.900672, 1.961357, 0
4.916667, 1.961357, 0
4.93346, 1.961357, 0
4.949531, 1.961357, 0
4.966768, 1.961357, 0
4.983036, 1.961357, 0
4.999608, 1.961357, 0
5.017252, 1.961357, 0
5.033513, 1.961357, 0
5.049817, 1.961357, 0
5.067184, 1.961357, 0
5.083189, 1.961357, 0
5.100037, 1.961357, 0
5.116323, 1.961357, 0
5.133313, 1.961357, 0
5.151488, 1.961357, 0
5.166756, 1.961357, 0
5.182663, 1.961357, 0
5.199708, 1.961357, 0
5.216263, 1.961357, 0
5.233237, 1.961357, 0
5.249432, 1.961357, 0
5.266247, 1.961357, 0
5.282747, 1.961357, 0
5.299989, 1.961357, 0
5.316261, 1.961357, 0
5.333241, 1.961357, 0
5.349526, 1.961357, 0
5.36675, 1.961357, 0
5.383369, 1.961357, 0
5.399661, 1.961357, 0
5.416027, 1.961357, 0
5.433247, 1.961357, 0
5.449254, 1.961357, 0
5.466616, 1.961357, 0
5.482834, 1.961357, 0
5.500342, 1.961357, 0
5.516136, 1.961357, 0
5.533143, 1.961357, 0
5.55002, 1.961357, 0
5.567101, 1.961357, 0
5.583397, 1.961357, 0
5.599769, 1.961357, 0
5.61675, 1.961357, 0
5.632901, 1.961357, 0
5.649497, 1.961357, 0
5.666692, 1.961357, 0
5.682967, 1.961357, 0
5.700114, 1.961357, 0
5.715974, 1.961357, 0
5.732888, 1.961357, 0
5.749847, 1.961357, 0
5.766591, 1.961357, 0
5.784348, 1.961357, 0
5.801309, 1.961357, 0
5.817363, 1.961357, 0
5.83416, 1.961357, 0
5.850339, 1.961357, 0
5.866536, 1.961357, 0
5.883025, 1.961357, 0
5.899379, 1.961357, 0
5.916619, 1.961357, 0
5.932753, 1.961357, 0
5.949641, 1.961357, 0
5.966551, 1.961357, 0
5.982943, 1.961357, 0
5.999775, 1.961357, 0
6.017016, 1.961357, 0
6.032952, 1.961357, 0
6.049644, 1.961357, 0
6.066474, 1.961357, 0
6.083086, 1.961357, 0
6.099459, 1.961357, 0
6.116844, 1.961357, 0
6.132802, 1.961357, 0
6.14973, 1.961357, 0
6.166539, 1.961357, 0
6.182941, 1.961357, 0
6.199471, 1.961357, 0
6.217586, 1.961357, 0
6.234968, 1.961357, 0
6.251195, 1.961357, 0
6.267274, 1.961357, 0
6.284448, 1.961357, 0
6.299748, 1.961357, 0
6.316522, 1.961357, 0
6.333436, 1.961357, 0
6.34942, 1.961357, 0
6.366574, 1.961357, 0
6.383371, 1.961357, 0
6.399661, 1.961357, 0
6.416651, 1.961357, 0
6.43295, 1.961357, 0
6.449991, 1.961357, 0
6.466927, 1.961357, 0
6.482755, 1.961357, 0
6.499979, 1.961357, 0
6.516671, 1.961357, 0
6.533266, 1.961357, 0
6.550374, 1.961357, 0
6.56652, 1.961357, 0
6.58324, 1.961357, 0
6.599487, 1.961357, 0
6.616195, 1.961357, 0
6.633133, 1.961357, 0
6.650178, 1.961357, 0
6.666547, 1.961357, 0
6.682905, 1.961357, 0
6.699216, 1.961357, 0
6.716577, 1.961357, 0
6.733119, 1.961357, 0
6.75006, 1.961357, 0
6.766469, 1.961357, 0
6.783205, 1.961357, 0
6.799273, 1.961357, 0
6.816318, 1.961357, 0
6.832871, 1.961357, 0
6.849963, 1.961357, 0
6.86666, 1.961357, 0
6.883029, 1.961357, 0
6.899539, 1.961357, 0
6.916705, 1.961357, 0
6.933677, 1.961357, 0
6.950028, 1.961357, 0
6.967067, 1.961357, 0
6.983355, 1.961357, 0
7.000311, 1.905612, 0
7.016499, 1.852412, 0
7.033557, 1.796411, 0
7.050278, 1.741563, 0
7.066295, 1.689036, 0
7.082493, 1.635911, 0
7.09978, 1.579165, 0
7.116433, 1.524491, 0
7.133616, 1.468122, 0
7.149625, 1.415644, 0
7.166293, 1.36099, 0
7.182647, 1.307263, 0
7.19964, 1.251274, 0
7.216542, 1.195463, 0
7.233179, 1.195463, 0
7.249824, 1.195463, 0
7.266201, 1.195463, 0
7.283239, 1.195463, 0
7.300401, 1.195463, 0
7.316575, 1.195463, 0
7.332721, 1.195463, 0
7.350118, 1.195463, 0
7.366254, 1.195463, 0
7.383498, 1.195463, 0
7.399357, 1.195463, 0
7.416821, 1.195463, 0
7.433393, 1.195463, 0
7.450013, 1.195463, 0
7.466785, 1.195463, 0
7.482766, 1.195463, 0
7.499777, 1.195463, 0
7.516077, 1.195463, 0
7.533252, 1.195463, 0
7.550047, 1.195463, 0
7.566171, 1.195463, 0
7.582821, 1.195463, 0
7.59942, 1.195463, 0
7.616873, 1.195463, 0
7.632802, 1.15313, 0
7.650023, 1.107552, 0
7.666501, 1.064125, 0
7.682741, 1.021543, 0
7.699352, 0.9782098, 0
7.716506, 0.9337837, 0
7.732646, 0.8923152, 0
7.74947, 0.8496021, 0
7.766922, 0.8057605, 0
7.782773, 0.7662862, 0
7.799212, 0.7256008, 0
7.816299, 0.6835632, 0
7.832732, 0.6433822, 0
7.849362, 0.602901, 0
7.866636, 0.5609375, 0
7.883401, 0.5202635, 0
7.899918, 0.4802898, 0
7.917099, 0.4388521, 0
7.932845, 0.4010235, 0
7.949421, 0.3613702, 0
7.966026, 0.3218557, 0
7.983125, 0.2814214, 0
7.999834, 0.2422547, 0
8.016051, 0.2046388, 0
8.036537, 0.1577086, 0
8.049116, 0.1292305, 0
8.066133, 0.09122029, 0
8.083831, 0.05220127, 0
8.099928, 0.0171331, 0
8.116614, 0.0187177, 0
8.13266, 0.05260034, 0
8.149418, 0.08731333, 0
8.166138, 0.121189, 0
8.182762, 0.1537843, 0
8.199447, 0.1849019, 0
8.216184, 0.1849019, 0
8.232663, 0.1849019, 0
8.250652, 0.1849019, 0
8.266894, 0.1849019, 0
8.283319, 0.1849019, 0
8.300536, 0.1849019, 0
8.316586, 0.1849019, 0
8.33315, 0.1849019, 0
8.34969, 0.1849019, 0
8.366459, 0.1849019, 0
8.382734, 0.1849019, 0
8.399863, 0.1849019, 0
8.416098, 0.1849019, 0
8.432739, 0.1849019, 0
8.449438, 0.1849019, 0
8.466783, 0.1849019, 0
8.48278, 0.1849019, 0
8.499576, 0.1849019, 0
8.515903, 0.1849019, 0
8.53554, 0.1849019, 0
8.566826, 0.1849019, 0
8.582951, 0.1849019, 0
8.59991, 0.1849019, 0
8.615902, 0.1924609, 0
8.632679, 0.2007189, 0
8.649427, 0.2092295, 0
8.665914, 0.2178885, 0
8.682652, 0.2269882, 0
8.699488, 0.2364908, 0
8.716787, 0.2464187, 0
8.73349, 0.2560367, 0
8.749928, 0.2654683, 0
8.76641, 0.2749137, 0
8.783331, 0.2846127, 0
8.799521, 0.2939022, 0
8.816632, 0.3037728, 0
8.833354, 0.3134513, 0
8.849725, 0.3229429, 0
8.8659, 0.3323213, 0
8.883143, 0.3423395, 0
8.899414, 0.3518237, 0
8.916194, 0.3616588, 0
8.93326, 0.3716974, 0
8.949894, 0.3815306, 0
8.966211, 0.3911835, 0
8.982503, 0.4008307, 0
8.999532, 0.4109486, 0
9.016259, 0.4209817, 0
9.03319, 0.4312578, 0
9.04917, 0.441049, 0
9.06623, 0.4515379, 0
9.082711, 0.4616663, 0
9.099915, 0.4722632, 0
9.116043, 0.482191, 0
9.132758, 0.4924491, 0
9.149534, 0.5026983, 0
9.166481, 0.5129708, 0
9.183547, 0.5232167, 0
9.199783, 0.5328787, 0
