Time, Distance From Path, Angle From Next Waypoint
11.01533, 0.02153336, 0
11.03247, 0.04439434, 0
11.04871, 0.06608587, 0
11.06568, 0.08881502, 0
11.08193, 0.1106045, 0
11.09896, 0.1334898, 0
11.11535, 0.1555717, 0
11.13207, 0.1781649, 0
11.14912, 0.2012956, 0
11.16586, 0.2241097, 0
11.18262, 0.2470784, 0
11.19983, 0.270794, 0
11.2166, 0.2940573, 0
11.23234, 0.3160264, 0
11.24882, 0.3392089, 0
11.26639, 0.3640499, 0
11.28253, 0.3869915, 0
11.29933, 0.410997, 0
11.31518, 0.4337328, 0
11.3326, 0.4337328, 0
11.3485, 0.4337328, 0
11.36604, 0.4337328, 0
11.38236, 0.4337328, 0
11.39889, 0.4337328, 0
11.41605, 0.4337328, 0
11.43268, 0.4337328, 0
11.44892, 0.4337328, 0
11.46556, 0.4337328, 0
11.48242, 0.4337328, 0
11.49919, 0.4337328, 0
11.51559, 0.4337328, 0
11.53204, 0.4337328, 0
11.5489, 0.4337328, 0
11.56559, 0.4337328, 0
11.58211, 0.4337328, 0
11.59905, 0.4337328, 0
11.61565, 0.4337328, 0
11.63265, 0.4337328, 0
11.64933, 0.4337328, 0
11.66624, 0.4337328, 0
11.68256, 0.4337328, 0
11.69931, 0.4337328, 0
11.71595, 0.4337328, 0
11.73213, 0.4337328, 0
11.74911, 0.4337328, 0
11.76551, 0.4337328, 0
11.78223, 0.4337328, 0
11.80245, 0.4337328, 0
11.81562, 0.4337328, 0
11.83235, 0.4337328, 0
11.84841, 0.4337328, 0
11.86537, 0.4337328, 0
11.88224, 0.4337328, 0
11.89906, 0.4337328, 0
11.91568, 0.4337328, 0
11.93189, 0.4337328, 0
11.94891, 0.4337328, 0
11.96559, 0.4337328, 0
11.98222, 0.4337328, 0
11.99923, 0.4337328, 0
12.01511, 0.4337328, 0
12.03246, 0.4337328, 0
12.04845, 0.4337328, 0
12.06547, 0.4337328, 0
12.08285, 0.4337328, 0
12.09925, 0.4337328, 0
12.11548, 0.4337328, 0
12.13255, 0.4337328, 0
12.14921, 0.4337328, 0
12.16628, 0.4337328, 0
12.18254, 0.4337328, 0
12.1992, 0.4337328, 0
12.21503, 0.4337328, 0
12.23244, 0.4337328, 0
12.24848, 0.4337328, 0
12.26556, 0.4337328, 0
12.28189, 0.4337328, 0
12.29887, 0.4337328, 0
12.31517, 0.4337328, 0
12.33268, 0.4337328, 0
12.35284, 0.4337328, 0
12.36596, 0.4337328, 0
12.38217, 0.4337328, 0
12.39874, 0.4337328, 0
12.41545, 0.4337328, 0
12.43211, 0.4337328, 0
12.45125, 0.4337328, 0
12.46727, 0.4337328, 0
12.48317, 0.4337328, 0
12.49915, 0.4337328, 0
12.51542, 0.4337328, 0
12.53187, 0.4337328, 0
12.5485, 0.4337328, 0
12.56578, 0.4337328, 0
12.58265, 0.4337328, 0
12.59935, 0.4337328, 0
12.6161, 0.4337328, 0
12.63248, 0.4337328, 0
12.64913, 0.4337328, 0
12.6652, 0.4337328, 0
12.68205, 0.4337328, 0
12.69937, 0.4337328, 0
12.71555, 0.4337328, 0
12.73235, 0.4337328, 0
12.74858, 0.4337328, 0
12.76557, 0.4337328, 0
12.78196, 0.4337328, 0
12.79885, 0.4337328, 0
12.81555, 0.4337328, 0
12.83208, 0.4337328, 0
12.84905, 0.4337328, 0
12.86536, 0.4337328, 0
12.88176, 0.4337328, 0
12.89845, 0.4337328, 0
12.91581, 0.4337328, 0
12.93204, 0.4337328, 0
12.94859, 0.4285859, 0
12.96561, 0.4232803, 0
12.9818, 0.4182061, 0
12.99914, 0.4127462, 0
13.01552, 0.4075702, 0
13.03266, 0.4021379, 0
13.04934, 0.3968382, 0
13.06573, 0.391591, 0
13.08263, 0.3861027, 0
13.1002, 0.3803115, 0
13.11528, 0.3752874, 0
13.13207, 0.3696568, 0
13.14857, 0.3640696, 0
13.16566, 0.3582304, 0
13.18187, 0.3526858, 0
13.19882, 0.3468753, 0
13.21548, 0.3411881, 0
13.23201, 0.3355789, 0
13.24896, 0.3298599, 0
13.26588, 0.324165, 0
13.28248, 0.3186688, 0
13.29947, 0.3130953, 0
13.31514, 0.3080054, 0
13.33217, 0.3024961, 0
13.34885, 0.2971374, 0
13.36562, 0.2917705, 0
13.38188, 0.2865982, 0
13.39849, 0.2813079, 0
13.41516, 0.2760056, 0
13.43252, 0.2705261, 0
13.44876, 0.2654508, 0
13.4659, 0.2601763, 0
13.48268, 0.2550865, 0
13.4996, 0.250058, 0
13.51563, 0.2453598, 0
13.53257, 0.2404702, 0
13.54915, 0.2357188, 0
13.56528, 0.2311395, 0
13.58257, 0.2263036, 0
13.59947, 0.221659, 0
13.61556, 0.2172963, 0
13.63246, 0.2127954, 0
13.64834, 0.208662, 0
13.665, 0.2044186, 0
13.6821, 0.2001662, 0
13.69961, 0.1959053, 0
13.71596, 0.1920316, 0
13.73262, 0.1881666, 0
13.74844, 0.1845951, 0
13.76549, 0.1808233, 0
13.7823, 0.1771788, 0
13.79898, 0.1736037, 0
13.81525, 0.1702018, 0
13.83195, 0.1668169, 0
13.84912, 0.1634827, 0
13.86517, 0.1605044, 0
13.88185, 0.15755, 0
13.89973, 0.1545587, 0
13.91613, 0.1519328, 0
13.93301, 0.1493683, 0
13.9497, 0.1469565, 0
13.96632, 0.1447, 0
13.98222, 0.1426541, 0
13.99929, 0.140586, 0
14.01536, 0.1387775, 0
14.03227, 0.1370342, 0
14.04844, 0.1355042, 0
14.06617, 0.1339946, 0
14.08224, 0.1327554, 0
14.09891, 0.1315888, 0
14.11527, 0.1305543, 0
14.1325, 0.1295724, 0
14.14947, 0.1286988, 0
14.16552, 0.1279299, 0
14.18199, 0.1272101, 0
14.19839, 0.1265749, 0
14.21577, 0.1260183, 0
14.23255, 0.1255625, 0
14.24868, 0.125219, 0
14.26538, 0.1249481, 0
14.28182, 0.124768, 0
14.2987, 0.1246589, 0
14.31555, 0.1246557, 0
14.33203, 0.1247515, 0
14.34895, 0.1249347, 0
14.36598, 0.1251794, 0
14.38212, 0.1254646, 0
14.39958, 0.1258492, 0
14.41585, 0.1262523, 0
14.43228, 0.1267117, 0
14.4492, 0.1271999, 0
14.46554, 0.1276506, 0
14.48243, 0.1280676, 0
14.49857, 0.1284722, 0
